"","x"
"1",1.10976528254802
"2",1.32575092730247
"3",3.06646869394034
"4",1.06597592052654
"5",1.14034857657467
"6",1.33142191810692
"7",1.80854683228437
"8",2.71856138363171
"9",56.7553034799221
"10",1.5867829677071
"11",3.65724980569744
"12",1.31536011303454
"13",1.38032529835049
"14",1.86675884634122
"15",2.02980614807642
"16",1.20055628616989
"17",2.19818549997631
"18",2.71986034449974
"19",2.05354551154883
"20",1.0786173285674
"21",1.24520402675909
"22",1.02950604234617
"23",1.4406549896045
"24",505.523346116874
"25",1.70002919314734
"26",1.08843340779849
"27",1.33841153909597
"28",1.43579690080521
"29",1.5015060746747
"30",2.26720033685606
"31",1.09768631165819
"32",1.71260807746278
"33",6.03725618457156
"34",2.49242211643714
"35",2.81178827728508
"36",1.74082963786299
"37",2.53911362345794
"38",1.32015588874755
"39",1.644630470207
"40",1.41111166575833
"41",11.5080072359471
"42",1.50838204768976
"43",3.12734076029726
"44",8.28172111487269
"45",79.8323581319867
"46",2.22555075513758
"47",1.47613087868929
"48",1.00989853151939
"49",3.56554046576717
"50",1.94380222934814
"51",1.338108010327
"52",1.02549811040637
"53",7.55042298055306
"54",1.05220257802295
"55",7.27399865266228
"56",1.59109487579537
"57",1.80270073051505
"58",4.43285963565305
"59",1.67835369094625
"60",1.86311596888596
"61",2.42538315218567
"62",4.6092965206962
"63",1.15016993067995
"64",1.43982158772369
"65",1.00960419145569
"66",2.42251506867738
"67",1.89183627616044
"68",2.30756517750952
"69",1.02325717401466
"70",3.10243939573795
"71",1.2730205786864
"72",4.74700649612062
"73",2.21289440336
"74",3.50455194949881
"75",2.80248943136322
"76",5.29654397972414
"77",1.28707986961708
"78",3.42229544210681
"79",2.53718311729053
"80",5.01673689733252
"81",19.597457832178
"82",42.8023767129938
"83",3.74262979933938
"84",1.35236216031887
"85",1.78677440085606
"86",2.30113944056012
"87",1.00248038666908
"88",1.0788752180171
"89",3.25022569773155
"90",1.06020155420837
"91",3.12780534624393
"92",6.4793929860503
"93",1.81880750874401
"94",1.62529814173916
"95",5.11535146552922
"96",1.22351270174001
"97",1.38013625558863
"98",2.65950264801605
"99",15.4452626440342
"100",1.58070229787173
"101",1.527891936602
"102",1.51775391745773
"103",2.027423847117
"104",1.26759811181681
"105",2.08325691946165
"106",43.1090285014877
"107",1.3086162639733
"108",1.20508840064121
"109",4.81184899871757
"110",12.9936865782821
"111",17.1300217115804
"112",1.28593558555771
"113",3.49723295559507
"114",1.04782667857446
"115",1.29146200029189
"116",95.9001020121379
"117",6.80976875377664
"118",1.20523701769468
"119",9.51094997364982
"120",1.54344093127466
"121",5.39493491014853
"122",16.976190547431
"123",5.61044149281711
"124",2.56465874956911
"125",3.19007836746771
"126",1.8803077070686
"127",4.98202896666263
"128",2.16879587917162
"129",1.01034266587122
"130",6.24769468456912
"131",1.7491632463657
"132",1.01325045709704
"133",51.4180776347533
"134",1.76297358631085
"135",4.17804210944227
"136",1.51931388018318
"137",2.40444183900614
"138",19.9367006836563
"139",2.49663705282055
"140",1.37727915409042
"141",189.363071071786
"142",1.36933559659652
"143",1.39290102983578
"144",2.0784241320307
"145",2.69701865720787
"146",1.29506243822773
