"","x"
"1",0.153315573365323
"2",0.450923428390196
"3",0.427625347265037
"4",0.0986362223620019
"5",0.570096781568556
"6",0.321157690528259
"7",0.16584068706794
"8",0.539398282702162
"9",0.204427790032111
"10",0.241671264176597
"11",0.673502658441715
"12",0.423336340171553
"13",0.465185036284076
"14",0.375967068264975
"15",0.453700083590983
"16",0.477657817771728
"17",0.111148826250589
"18",0.577940486616493
"19",0.0829031344505071
"20",0.402984092815975
"21",0.287474509286248
"22",0.344522689490303
"23",0.170096166073305
"24",0.26656275784212
"25",0.400868089154852
"26",0.316752912789287
"27",0.316718288812299
"28",0.362770782460272
"29",0.320429767852195
"30",0.473458037172065
"31",0.463592439928613
"32",0.507404052362544
"33",0.468756295758442
"34",0.421266447209263
"35",0.458367583964238
"36",0.452184272302046
"37",0.34527517305912
"38",0.103892838711147
"39",0.100110808986154
"40",0.189561474857868
"41",0.290022851793999
"42",0.371363170107419
"43",0.300106678371768
"44",0.432442265007477
"45",0.151612776052301
"46",0.407562142304474
"47",0.307470645335255
"48",0.384744922595143
"49",0.574013549708893
"50",0.650511171363848
"51",0.414948872058639
"52",0.395525894185875
"53",0.864375614862057
"54",0.683065157071595
"55",0.313425360823429
"56",0.599217259441247
"57",0.17175832473426
"58",0.602294448877778
"59",0.435437702481666
"60",0.698933969155893
"61",0.388643666283468
"62",0.3965638330498
"63",0.290830960238612
"64",0.252074883316725
"65",0.438223146551655
"66",0.368894601490787
"67",0.419454959577011
"68",0.222436116149607
"69",0.285249270900311
"70",0.326121663992366
"71",0.504957816759389
"72",0.601867808945066
"73",0.453202898582661
"74",0.245631182130496
"75",0.330288925917369
"76",0.603211938284097
"77",0.223619483341704
"78",0.43712981910023
"79",0.784333621077
"80",0.2793833831596
"81",0.588893824805824
"82",0.394026225820568
"83",0.125247189028207
"84",0.181746762921539
"85",0.197115763862655
"86",0.200244716310355
"87",0.524263463586362
"88",0.545744895683103
"89",0.634695915943634
"90",0.48693134343212
"91",0.243886108553849
"92",0.373433148160411
"93",0.348073515167544
"94",0.301680349298229
"95",0.25005752559295
"96",0.351847524486428
"97",0.250517302468735
"98",0.473084454437116
"99",0.387332696017494
"100",0.529592257309028
"101",0.625423322051324
"102",0.119455077302362
"103",0.422129237983994
"104",0.487833865302571
"105",0.524730661132185
"106",0.388723199800239
"107",0.498082924040453
"108",0.535617799116894
"109",0.256591668960742
"110",0.352551451316644
"111",0.212620307612274
"112",0.50538769312966
"113",0.193331444914038
"114",0.246505193016399
"115",0.554842091845462
"116",0.567747617901725
"117",0.309527782718545
"118",0.157468477769747
"119",0.249937101396385
"120",0.200578654586482
"121",0.178939156824237
"122",0.44489896965587
"123",0.138604065733914
"124",0.667123605687773
"125",0.271878873777181
"126",0.35292205333469
"127",0.0965672181283148
"128",0.527295272011052
"129",0.508824854943983
"130",0.419459230005394
"131",0.534912412100331
"132",0.389170312302953
"133",0.625028294787126
"134",0.189438092425674
"135",0.76245573944508
"136",0.336846981828041
"137",0.457559376616025
"138",0.457979534227128
"139",0.461170634920236
"140",0.395013035262476
"141",0.422468893816245
"142",0.498542183810376
"143",0.46263741090889
"144",0.501061452819282
"145",0.229339639279227
"146",0.129886971688403
"147",0.390261734676788
"148",0.316399688081888
"149",0.140468179356009
"150",0.635597449922866
"151",0.406947285005332
"152",0.59613901424647
"153",0.294180608158945
"154",0.620213037025019
"155",0.552752758650247
"156",0.580719716220789
"157",0.392238885506362
"158",0.311069237144937
"159",0.194580852630328
"160",0.296018323988812
"161",0.790441901843888
"162",0.48643234318503
"163",0.546365371908129
"164",0.693057994233853
"165",0.147853661928359
"166",0.408908807202508
"167",0.574252403255364
"168",0.52796829125585
"169",0.3191732912237
"170",0.466588433719889
"171",0.29671372563422
"172",0.14901296848129
"173",0.559870338053527
"174",0.342470921030971
"175",0.369139523237159
"176",0.506391414410587
"177",0.394062282027705
"178",0.325080026299155
"179",0.397590487087764
"180",0.243919605570934
"181",0.365139204814414
"182",0.18950077763252
"183",0.0665928198118729
"184",0.615252936759876
"185",0.362185458165722
"186",0.20543089526378
"187",0.449428863178362
"188",0.337269570411097
"189",0.59642820576894
"190",0.472324136752465
"191",0.33076963601655
"192",0.23528234051428
"193",0.248450466195788
"194",0.16758747399115
"195",0.413033091573831
"196",0.252185992018419
"197",0.510007257283727
"198",0.318167328032379
"199",0.299540506221355
"200",0.703991638432024
"201",0.280491155003184
"202",0.167428121124632
"203",0.216824397117933
"204",0.201546365979607
"205",0.487805037353521
"206",0.319910486179003
"207",0.504750630922397
"208",0.672615994261216
"209",0.376420425942961
"210",0.582228764761548
"211",0.320062994143419
"212",0.186917443532467
"213",0.493715246966199
"214",0.234383383859075
"215",0.382308058581363
"216",0.328206572330161
"217",0.277818562614263
"218",0.434983240890704
"219",0.451647548183298
"220",0.488137004413362
"221",0.325033632596204
"222",0.374863729306271
"223",0.440676558969148
"224",0.517810147089994
"225",0.653883739541618
"226",0.188634840250884
"227",0.352428353765748
"228",0.347071884687981
"229",0.458001250590504
"230",0.229989163444717
"231",0.200763513095513
"232",0.249970356023391
"233",0.193260465648438
"234",0.10265132686338
"235",0.34837314281549
"236",0.122585767846311
"237",0.261496721964053
"238",0.379676889179396
"239",0.333123150219989
"240",0.416372437234068
"241",0.468506562938274
"242",0.496383302087544
"243",0.157900855117151
"244",0.185833646614661
"245",0.664376531656981
"246",0.171856217214904
"247",0.437594431570706
"248",0.344582319723053
"249",0.420367675643633
"250",0.270812417307551
"251",0.342321381748861
"252",0.751444645762792
"253",0.253573754942798
"254",0.412082953527612
"255",0.215069843194493
"256",0.497051818790176
"257",0.327027951900713
"258",0.50008589247122
"259",0.422989747729661
"260",0.605976086257325
"261",0.428724707879649
"262",0.390658101119757
"263",0.235257779271668
"264",0.894522922356227
"265",0.398002812508545
"266",0.0972063304210918
"267",0.320909129292105
"268",0.253374282250219
"269",0.0919144141951162
"270",0.50127845310631
"271",0.34811357249123
"272",0.491633181706772
"273",0.476782639131737
"274",0.334190949427164
"275",0.422246223378436
"276",0.497267040493486
"277",0.325181009100049
"278",0.523935694276633
"279",0.635918837516514
"280",0.20088038277582
"281",0.671323672808349
"282",0.398928335067665
"283",0.469719138242559
"284",0.348280406444725
"285",0.384747387849531
"286",0.403532313717709
"287",0.340791889828399
"288",0.331956648418272
"289",0.360290011645841
"290",0.388119756550589
"291",0.330583995026784
"292",0.11628228995495
"293",0.377264369869914
"294",0.316146083334481
"295",0.257925586168941
"296",0.501763005128977
"297",0.347545893726099
"298",0.506193707751405
"299",0.485808230447095
"300",0.411872085515479
"301",0.478125500934963
"302",0.440734064286079
"303",0.520894327986881
"304",0.522361618823153
"305",0.241443524084333
"306",0.557284622519404
"307",0.207872296719782
"308",0.44482302011272
"309",0.525294304808971
"310",0.301666596120729
"311",0.273875783555972
"312",0.494258439036971
"313",0.610994172654165
"314",0.423930367327006
"315",0.287423997913211
"316",0.554766393433448
"317",0.277047579013361
"318",0.630000419303694
"319",0.273513751327951
"320",0.285568112872627
"321",0.225380596210583
"322",0.497302438342779
"323",0.311691520882944
"324",0.782063766765945
"325",0.600947322462823
"326",0.485510711194236
"327",0.810474916885642
"328",0.158834074290629
"329",0.699742111074771
"330",0.62773189792352
"331",0.309942490521817
"332",0.307079896524358
"333",0.261641580793208
"334",0.617408155772996
"335",0.275980636492125
"336",0.482282295001167
"337",0.20167242258803
"338",0.196252875084989
"339",0.594948811203808
"340",0.482413459854472
"341",0.531494984804352
"342",0.187589479147447
"343",0.152984295437988
"344",0.480436284039245
"345",0.500591025860055
"346",0.367592853350296
"347",0.407705500818578
"348",0.381319618825894
"349",0.288394203921081
"350",0.259808503578192
"351",0.196047350867075
"352",0.205644233484692
"353",0.173474922013851
"354",0.35240587410353
"355",0.443837979637163
"356",0.416929532913593
"357",0.420609745855955
"358",0.600328719333763
"359",0.5639267889088
"360",0.743254962124701
"361",0.694574465479515
"362",0.273785674589915
"363",0.192932024115632
"364",0.563939704048832
"365",0.686912703371571
"366",0.215820501706867
"367",0.617780523134153
"368",0.588791510333193
"369",0.289839658946447
"370",0.246636091066274
"371",0.384053255476592
"372",0.230440563194079
"373",0.222454331876436
"374",0.543881664706341
"375",0.428017639725878
"376",0.575607052615759
"377",0.545314309307325
"378",0.216535967411736
"379",0.159542154812978
"380",0.435564081081529
"381",0.335017703435339
"382",0.385885536333952
"383",0.458710758660371
"384",0.506036706895214
"385",0.400451266518691
"386",0.111657256075227
"387",0.279152654005008
"388",0.482747634472398
"389",0.54777938667399
"390",0.36553865917619
"391",0.492133929851145
"392",0.214864937502789
"393",0.356531671365467
"394",0.494093131565153
"395",0.121984237434303
"396",0.181514154271223
"397",0.306626622872739
"398",0.82367394110293
"399",0.463747153382793
"400",0.414558812368537
"401",0.181222162821289
"402",0.477384819992518
"403",0.310029601518224
"404",0.448697307907138
"405",0.249205018652366
"406",0.345910855545473
"407",0.380152498871833
"408",0.280614157752279
"409",0.383020447510802
"410",0.387786526248247
"411",0.249527234850793
"412",0.111649648125784
"413",0.243721010482572
"414",0.117304097247303
"415",0.373768991195951
"416",0.298833718826294
"417",0.47206293822861
"418",0.348067064350747
"419",0.382379354471212
"420",0.550007120533688
"421",0.451562259263673
"422",0.493540944180482
"423",0.206281787311938
"424",0.216646410949241
"425",0.421798425327644
"426",0.252027148945705
"427",0.518615220195267
"428",0.436975608395083
"429",0.307314961411251
"430",0.365503651357552
"431",0.186210786896311
"432",0.491395371511387
"433",0.172887235361184
"434",0.319321936853606
"435",0.0690495581668892
"436",0.207286143333256
"437",0.231615830903602
"438",0.624978828324615
"439",0.250042458131005
"440",0.301522832634325
"441",0.3084766197075
"442",0.26856451437044
"443",0.384178807116295
"444",0.0312360443672433
"445",0.250883112763946
"446",0.602107977959937
"447",0.139349026761722
"448",0.689696875383435
"449",0.612325793459156
"450",0.125295524857897
"451",0.509515676970064
"452",0.489478455196795
"453",0.180348018137204
"454",0.370164318450372
"455",0.394047251993815
"456",0.241594959448673
"457",0.122251369886363
"458",0.474098738219433
"459",0.121312511716625
"460",0.188540360672844
"461",0.298731974317558
"462",0.301571650260659
"463",0.424471484467935
"464",0.546498134078221
"465",0.530557822579101
"466",0.284940683964429
"467",0.34606653891153
